744	202205010000	11.9	313	3	0	-99	-99	81	0
744	202205010100	12.1	318.3	2.9	0	-99	-99	81.1	0
744	202205010200	11.7	315.3	2.7	0	-99	-99	83.8	0
744	202205010300	11.3	330.1	1.6	0	-99	-99	83.8	0
744	202205010400	10.7	335.7	1.9	0	-99	-99	71.6	0
744	202205010500	9.7	331	1.3	0	-99	-99	77.6	0
744	202205010600	9.7	329.2	0.9	0	-99	-99	78.2	0
744	202205010700	10.7	344	0.6	0	-99	-99	75.2	0
744	202205010800	12.7	323.3	1.2	0	-99	-99	67.5	0
744	202205010900	14	306.7	4	0	-99	-99	62.6	0
744	202205011000	15.3	299.6	4.1	0	-99	-99	59.9	0
744	202205011100	16.5	307.6	4.7	0	-99	-99	53.4	0
744	202205011200	16.9	301.1	6.9	0	-99	-99	39.2	0
744	202205011300	17.3	307.7	6.4	0	-99	-99	31	0
744	202205011400	17.5	292.5	8.1	0	-99	-99	36.6	0
744	202205011500	17.1	307	6.4	0	-99	-99	27.1	0
744	202205011600	16.7	305.9	7	0	-99	-99	33.8	0
744	202205011700	16.2	298.7	4.9	0	-99	-99	35.2	0
744	202205011800	15.1	302.7	5.3	0	-99	-99	46.8	0
744	202205011900	13.7	288.6	3.7	0	-99	-99	46.7	0
744	202205012000	11.8	280.3	3.5	0	-99	-99	59.7	0
744	202205012100	9.6	208.6	1.1	0	-99	-99	80.8	0
744	202205012200	10	209.8	1.6	0	-99	-99	89.1	0
744	202205012300	9.1	194.1	2.1	0	-99	-99	96.2	0
744	202205020000	9.4	156.4	3	0	-99	-99	89.6	0
744	202205020100	8.5	0	0.4	0	-99	-99	87.2	0
744	202205020200	8.2	150.9	1.9	0	-99	-99	83.3	0
744	202205020300	8.4	179.9	1.4	0	-99	-99	85.1	0
744	202205020400	9.3	184.5	1.1	0	-99	-99	85.6	0
744	202205020500	8.4	87	1.2	0	-99	-99	90	0
744	202205020600	8.7	155.6	0.7	0	-99	-99	90.8	0
744	202205020700	11.1	180.2	1.1	0	-99	-99	89.5	0
744	202205020800	13.6	193.6	0.7	0	-99	-99	74.5	0
744	202205020900	15.8	239.9	1.2	0	-99	-99	69.5	0
744	202205021000	17.2	252.2	1.3	0	-99	-99	62.3	0
744	202205021100	18	210.6	2	0	-99	-99	62.1	0
744	202205021200	19	246.8	1.9	0	-99	-99	57.4	0
744	202205021300	20.4	289.5	3.7	0	-99	-99	48.7	0
744	202205021400	20.1	302.7	5	0	-99	-99	37.8	0
744	202205021500	19.4	302.3	6	0	-99	-99	38.5	0
744	202205021600	18.7	293.9	6.3	0	-99	-99	42.8	0
744	202205021700	17.3	298.6	6.5	0	-99	-99	42.8	0
744	202205021800	15.2	294.8	7.2	0	-99	-99	64.4	0
744	202205021900	13.9	298.1	4.2	0	-99	-99	69.1	0
744	202205022000	12.9	313.9	3.2	0	-99	-99	47.4	0
744	202205022100	11.9	315.6	2.7	0	-99	-99	53.1	0
744	202205022200	11.1	319.8	2.1	0	-99	-99	61.8	0
744	202205022300	10.9	320.1	1.6	0	-99	-99	62.5	0
744	202205030000	10.5	323.2	1.5	0	-99	-99	66.2	0
744	202205030100	8.5	329.3	0.8	0	-99	-99	73.7	0
744	202205030200	8.4	351.8	1.3	0	-99	-99	76.1	0
744	202205030300	7.6	308.9	1.4	0	-99	-99	83.2	0
744	202205030400	8	322.7	1.3	0	-99	-99	84.6	0
744	202205030500	5.1	111.5	1.9	0	-99	-99	94.8	0
744	202205030600	5.2	0	0.2	0	-99	-99	96	0
744	202205030700	7.9	88.8	0.7	0	-99	-99	88.4	0
744	202205030800	10.7	119.9	0.5	0	-99	-99	79	0
744	202205030900	13.5	277.9	0.9	0	-99	-99	60	0
744	202205031000	16	89.2	2.1	0	-99	-99	54.1	0
744	202205031100	17.9	184.9	2.9	0	-99	-99	38.2	0
744	202205031200	19	136.1	1.3	0	-99	-99	34.5	0
744	202205031300	19.1	258.5	2.5	0	-99	-99	33.6	0
744	202205031400	20.3	183.3	3.2	0	-99	-99	35.4	0
744	202205031500	19.9	239.4	3.7	0	-99	-99	40.7	0
744	202205031600	19.6	225.5	3.2	0	-99	-99	35.6	0
744	202205031700	18.5	225.8	3.1	0	-99	-99	40.2	0
744	202205031800	16.8	235.8	2.6	0	-99	-99	45.7	0
744	202205031900	14.5	221.4	2.6	0	-99	-99	54.6	0
744	202205032000	12.6	202.1	1.7	0	-99	-99	72.6	0
744	202205032100	11.1	182.8	1.9	0	-99	-99	87.1	0
744	202205032200	10.3	178.3	2.1	0	-99	-99	91.4	0
744	202205032300	9.3	141.2	2.3	0	-99	-99	96.5	0
744	202205040000	8.4	95.6	1.6	0	-99	-99	97.3	0
744	202205040100	8.1	137.8	0.6	0	-99	-99	95.8	0
744	202205040200	7.4	0	0.4	0	-99	-99	91.2	0
744	202205040300	7.1	63.5	0.9	0	-99	-99	91.9	0
744	202205040400	6.3	138.3	1.4	0	-99	-99	95.2	0
744	202205040500	6.1	131.2	0.7	0	-99	-99	97.2	0
744	202205040600	6.7	55.3	2.1	0	-99	-99	95.4	0
744	202205040700	9.9	90.2	2	0	-99	-99	93.1	0
744	202205040800	12.9	62.5	1.7	0	-99	-99	80.5	0
744	202205040900	16.8	132.2	2.3	0	-99	-99	71.8	0
744	202205041000	18.5	189.7	2.9	0	-99	-99	60	0
744	202205041100	20.2	184.6	3.6	0	-99	-99	58.9	0
